Timestamp,AvailabilityZone,InstanceType,ProductDescription,SpotPrice,Timestamp,date_not_time
2024-11-11 17:03:25+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.061600,2024-11-11 17:03:25+00:00,2024-11-11
2024-11-11 09:47:27+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.062000,2024-11-11 09:47:27+00:00,2024-11-11
2024-11-11 02:47:22+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.062300,2024-11-11 02:47:22+00:00,2024-11-11
2024-11-11 06:17:32+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.062500,2024-11-11 06:17:32+00:00,2024-11-11
2024-11-12 01:02:00+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.061500,2024-11-12 01:02:00+00:00,2024-11-12
2024-11-12 06:19:08+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.062600,2024-11-12 06:19:08+00:00,2024-11-12
2024-11-12 15:03:23+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.062500,2024-11-12 15:03:23+00:00,2024-11-12
2024-11-12 19:32:44+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.064000,2024-11-12 19:32:44+00:00,2024-11-12
2024-11-13 03:02:35+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.063600,2024-11-13 03:02:35+00:00,2024-11-13
2024-11-13 09:16:57+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.063300,2024-11-13 09:16:57+00:00,2024-11-13
2024-11-13 16:32:31+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.063600,2024-11-13 16:32:31+00:00,2024-11-13
2024-11-13 21:47:32+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.063300,2024-11-13 21:47:32+00:00,2024-11-13
2024-11-14 01:32:43+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.063000,2024-11-14 01:32:43+00:00,2024-11-14
2024-11-14 09:02:26+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.062700,2024-11-14 09:02:26+00:00,2024-11-14
2024-11-14 18:02:27+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.062600,2024-11-14 18:02:27+00:00,2024-11-14
2024-11-14 21:47:31+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.063100,2024-11-14 21:47:31+00:00,2024-11-14
2024-11-15 13:48:32+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.062200,2024-11-15 13:48:32+00:00,2024-11-15
2024-11-15 18:03:40+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.062100,2024-11-15 18:03:40+00:00,2024-11-15
2024-11-15 01:17:23+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.062600,2024-11-15 01:17:23+00:00,2024-11-15
2024-11-15 09:47:41+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.062400,2024-11-15 09:47:41+00:00,2024-11-15
2024-11-16 02:32:39+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.061900,2024-11-16 02:32:39+00:00,2024-11-16
2024-11-16 06:18:00+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.061600,2024-11-16 06:18:00+00:00,2024-11-16
2024-11-16 10:47:07+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.061400,2024-11-16 10:47:07+00:00,2024-11-16
2024-11-16 14:32:37+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.061000,2024-11-16 14:32:37+00:00,2024-11-16
2024-11-17 01:32:31+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.060800,2024-11-17 01:32:31+00:00,2024-11-17
2024-11-17 08:47:38+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.060300,2024-11-17 08:47:38+00:00,2024-11-17
2024-11-17 17:32:23+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.059900,2024-11-17 17:32:23+00:00,2024-11-17
2024-11-18 22:32:31+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.059400,2024-11-18 22:32:31+00:00,2024-11-18
2024-11-18 09:03:30+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.059600,2024-11-18 09:03:30+00:00,2024-11-18
2024-11-18 17:02:46+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.059300,2024-11-18 17:02:46+00:00,2024-11-18
2024-11-19 02:32:15+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.059200,2024-11-19 02:32:15+00:00,2024-11-19
2024-11-19 04:16:13+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.059200,2024-11-19 04:16:13+00:00,2024-11-19
2024-11-19 10:32:28+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.058700,2024-11-19 10:32:28+00:00,2024-11-19
2024-11-19 15:33:31+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.058600,2024-11-19 15:33:31+00:00,2024-11-19
2024-11-19 20:17:30+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.058500,2024-11-19 20:17:30+00:00,2024-11-19
2024-11-20 21:22:51+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.057900,2024-11-20 21:22:51+00:00,2024-11-20
2024-11-20 18:32:57+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.057900,2024-11-20 18:32:57+00:00,2024-11-20
2024-11-20 14:17:46+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.058100,2024-11-20 14:17:46+00:00,2024-11-20
2024-11-20 08:18:43+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.058000,2024-11-20 08:18:43+00:00,2024-11-20
2024-11-21 08:18:54+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.058200,2024-11-21 08:18:54+00:00,2024-11-21
2024-11-21 14:17:42+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.057800,2024-11-21 14:17:42+00:00,2024-11-21
2024-11-21 21:18:48+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.057600,2024-11-21 21:18:48+00:00,2024-11-21
2024-11-22 05:03:58+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.057300,2024-11-22 05:03:58+00:00,2024-11-22
2024-11-22 12:33:40+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.056800,2024-11-22 12:33:40+00:00,2024-11-22
2024-11-22 18:17:42+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.056300,2024-11-22 18:17:42+00:00,2024-11-22
2024-11-23 18:47:48+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.055200,2024-11-23 18:47:48+00:00,2024-11-23
2024-11-23 14:32:37+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.055400,2024-11-23 14:32:37+00:00,2024-11-23
2024-11-23 05:47:35+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.055600,2024-11-23 05:47:35+00:00,2024-11-23
2024-11-23 02:32:34+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.056000,2024-11-23 02:32:34+00:00,2024-11-23
2024-11-24 03:18:39+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.054900,2024-11-24 03:18:39+00:00,2024-11-24
2024-11-24 07:18:40+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.055100,2024-11-24 07:18:40+00:00,2024-11-24
2024-11-24 15:02:22+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.054700,2024-11-24 15:02:22+00:00,2024-11-24
2024-11-24 23:17:29+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.054400,2024-11-24 23:17:29+00:00,2024-11-24
2024-11-25 20:32:42+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.054000,2024-11-25 20:32:42+00:00,2024-11-25
2024-11-25 16:49:09+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.054300,2024-11-25 16:49:09+00:00,2024-11-25
2024-11-25 09:33:29+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.054600,2024-11-25 09:33:29+00:00,2024-11-25
2024-11-25 04:47:31+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.054300,2024-11-25 04:47:31+00:00,2024-11-25
2024-11-26 04:32:34+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.054300,2024-11-26 04:32:34+00:00,2024-11-26
2024-11-26 08:02:27+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.054600,2024-11-26 08:02:27+00:00,2024-11-26
2024-11-26 15:48:25+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.055000,2024-11-26 15:48:25+00:00,2024-11-26
2024-11-26 19:49:07+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.055200,2024-11-26 19:49:07+00:00,2024-11-26
2024-11-27 01:17:41+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.056000,2024-11-27 01:17:41+00:00,2024-11-27
2024-11-27 09:47:31+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.056300,2024-11-27 09:47:31+00:00,2024-11-27
2024-11-27 13:18:28+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.057200,2024-11-27 13:18:28+00:00,2024-11-27
2024-11-27 16:33:47+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.056900,2024-11-27 16:33:47+00:00,2024-11-27
2024-11-28 01:32:46+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.057300,2024-11-28 01:32:46+00:00,2024-11-28
2024-11-28 09:04:02+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.057400,2024-11-28 09:04:02+00:00,2024-11-28
2024-11-28 16:02:24+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.057600,2024-11-28 16:02:24+00:00,2024-11-28
2024-11-28 22:32:28+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.058000,2024-11-28 22:32:28+00:00,2024-11-28
2024-11-29 21:47:41+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.060900,2024-11-29 21:47:41+00:00,2024-11-29
2024-11-29 17:32:37+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.060400,2024-11-29 17:32:37+00:00,2024-11-29
2024-11-29 14:02:44+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.059600,2024-11-29 14:02:44+00:00,2024-11-29
2024-11-29 09:48:32+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.059000,2024-11-29 09:48:32+00:00,2024-11-29
2024-11-29 06:32:30+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.058800,2024-11-29 06:32:30+00:00,2024-11-29
2024-11-30 02:17:42+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.061800,2024-11-30 02:17:42+00:00,2024-11-30
2024-11-30 07:17:44+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.062000,2024-11-30 07:17:44+00:00,2024-11-30
2024-11-30 15:32:36+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.062700,2024-11-30 15:32:36+00:00,2024-11-30
2024-11-30 20:48:38+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.063000,2024-11-30 20:48:38+00:00,2024-11-30
2024-12-01 00:18:39+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.064200,2024-12-01 00:18:39+00:00,2024-12-01
2024-12-01 04:32:40+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.064300,2024-12-01 04:32:40+00:00,2024-12-01
2024-12-01 08:32:42+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.065100,2024-12-01 08:32:42+00:00,2024-12-01
2024-12-01 12:02:35+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066600,2024-12-01 12:02:35+00:00,2024-12-01
2024-12-01 21:02:38+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068200,2024-12-01 21:02:38+00:00,2024-12-01
2024-12-02 04:17:31+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068900,2024-12-02 04:17:31+00:00,2024-12-02
2024-12-03 02:32:34+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068800,2024-12-03 02:32:34+00:00,2024-12-03
2024-12-03 16:48:30+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068600,2024-12-03 16:48:30+00:00,2024-12-03
2024-12-04 22:02:43+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068000,2024-12-04 22:02:43+00:00,2024-12-04
2024-12-04 13:48:42+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068100,2024-12-04 13:48:42+00:00,2024-12-04
2024-12-04 05:47:25+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068400,2024-12-04 05:47:25+00:00,2024-12-04
2024-12-04 00:32:46+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068500,2024-12-04 00:32:46+00:00,2024-12-04
2024-12-04 09:17:37+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068200,2024-12-04 09:17:37+00:00,2024-12-04
2024-12-05 06:33:41+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068800,2024-12-05 06:33:41+00:00,2024-12-05
2024-12-05 14:47:11+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068500,2024-12-05 14:47:11+00:00,2024-12-05
2024-12-05 20:47:44+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068100,2024-12-05 20:47:44+00:00,2024-12-05
2024-12-06 04:47:39+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.067500,2024-12-06 04:47:39+00:00,2024-12-06
2024-12-06 15:48:47+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.067400,2024-12-06 15:48:47+00:00,2024-12-06
2024-12-06 19:32:37+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.067300,2024-12-06 19:32:37+00:00,2024-12-06
2024-12-07 05:47:17+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.067200,2024-12-07 05:47:17+00:00,2024-12-07
2024-12-07 11:03:42+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.067100,2024-12-07 11:03:42+00:00,2024-12-07
2024-12-07 18:32:56+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066900,2024-12-07 18:32:56+00:00,2024-12-07
2024-12-08 15:02:45+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066600,2024-12-08 15:02:45+00:00,2024-12-08
2024-12-08 05:18:38+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066800,2024-12-08 05:18:38+00:00,2024-12-08
2024-12-08 11:03:47+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066700,2024-12-08 11:03:47+00:00,2024-12-08
2024-12-09 21:17:40+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066200,2024-12-09 21:17:40+00:00,2024-12-09
2024-12-09 16:02:32+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066300,2024-12-09 16:02:32+00:00,2024-12-09
2024-12-09 03:02:26+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066500,2024-12-09 03:02:26+00:00,2024-12-09
2024-12-09 09:03:37+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066400,2024-12-09 09:03:37+00:00,2024-12-09
2024-12-10 05:32:41+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066100,2024-12-10 05:32:41+00:00,2024-12-10
2024-12-10 12:32:31+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066000,2024-12-10 12:32:31+00:00,2024-12-10
2024-12-11 08:02:46+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066100,2024-12-11 08:02:46+00:00,2024-12-11
2024-12-12 08:03:33+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066100,2024-12-12 08:03:33+00:00,2024-12-12
2024-12-13 08:03:40+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066100,2024-12-13 08:03:40+00:00,2024-12-13
2024-12-13 10:17:41+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066000,2024-12-13 10:17:41+00:00,2024-12-13
2024-12-14 10:18:31+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066000,2024-12-14 10:18:31+00:00,2024-12-14
2024-12-14 16:02:24+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066100,2024-12-14 16:02:24+00:00,2024-12-14
2024-12-15 12:17:40+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066200,2024-12-15 12:17:40+00:00,2024-12-15
2024-12-16 06:48:25+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066300,2024-12-16 06:48:25+00:00,2024-12-16
2024-12-17 03:02:17+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066200,2024-12-17 03:02:17+00:00,2024-12-17
2024-12-17 16:03:37+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066100,2024-12-17 16:03:37+00:00,2024-12-17
2024-12-18 19:03:41+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066000,2024-12-18 19:03:41+00:00,2024-12-18
2024-12-18 15:47:33+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.065700,2024-12-18 15:47:33+00:00,2024-12-18
2024-12-18 01:01:56+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066800,2024-12-18 01:01:56+00:00,2024-12-18
2024-12-18 07:18:37+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.065800,2024-12-18 07:18:37+00:00,2024-12-18
2024-12-19 00:48:22+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066400,2024-12-19 00:48:22+00:00,2024-12-19
2024-12-19 05:48:27+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066000,2024-12-19 05:48:27+00:00,2024-12-19
2024-12-19 13:48:41+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066500,2024-12-19 13:48:41+00:00,2024-12-19
2024-12-19 22:32:23+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066200,2024-12-19 22:32:23+00:00,2024-12-19
2024-12-20 22:04:21+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066000,2024-12-20 22:04:21+00:00,2024-12-20
2024-12-20 05:48:30+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066500,2024-12-20 05:48:30+00:00,2024-12-20
2024-12-20 17:47:54+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066200,2024-12-20 17:47:54+00:00,2024-12-20
2024-12-21 03:19:13+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.066600,2024-12-21 03:19:13+00:00,2024-12-21
2024-12-21 08:17:15+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.067200,2024-12-21 08:17:15+00:00,2024-12-21
2024-12-21 11:32:16+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.067700,2024-12-21 11:32:16+00:00,2024-12-21
2024-12-21 16:47:36+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068000,2024-12-21 16:47:36+00:00,2024-12-21
2024-12-21 23:17:49+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068100,2024-12-21 23:17:49+00:00,2024-12-21
2024-12-22 14:01:53+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.067800,2024-12-22 14:01:53+00:00,2024-12-22
2024-12-22 06:02:51+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068400,2024-12-22 06:02:51+00:00,2024-12-22
2024-12-22 21:47:35+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068000,2024-12-22 21:47:35+00:00,2024-12-22
2024-12-23 11:47:40+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.067500,2024-12-23 11:47:40+00:00,2024-12-23
2024-12-23 20:02:39+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.067900,2024-12-23 20:02:39+00:00,2024-12-23
2024-12-24 11:34:14+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068400,2024-12-24 11:34:14+00:00,2024-12-24
2024-12-24 04:03:11+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068000,2024-12-24 04:03:11+00:00,2024-12-24
2024-12-24 19:32:43+00:00,us-west-2a,m2.xlarge,Linux/UNIX,0.068600,2024-12-24 19:32:43+00:00,2024-12-24
